epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/mad_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),metrics/madurez_acc,metrics/madurez_f1,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/mad_loss,lr/pg0,lr/pg1,lr/pg2
34,739.751,0.66988,1.32655,0.66111,1.16325,0,0.82514,0.78043,0.74641,0.76445,0.63033,0.7571,0.72605,0.73462,0.62006,0.55556,0.51718,0.62406,1.40667,0.66427,1.14596,0,1.0173,0.00112239,0.00112239,0.00112239
35,760.578,0.63681,1.30029,0.63982,1.14526,0,0.83987,0.7848,0.71844,0.75172,0.62299,0.77786,0.69005,0.72564,0.61511,0.60256,0.58437,0.62537,1.37089,0.66595,1.1575,0,0.79591,0.00110589,0.00110589,0.00110589
36,781.355,0.66666,1.28117,0.64506,1.15269,0,0.80821,0.75663,0.73077,0.75368,0.61202,0.71848,0.71041,0.70993,0.60178,0.61111,0.60556,0.66257,1.41598,0.68081,1.16965,0,0.79986,0.00108938,0.00108938,0.00108938
37,802.173,0.68071,1.28435,0.64982,1.15538,0,0.82541,0.78725,0.73529,0.75019,0.61738,0.79937,0.71267,0.72963,0.61915,0.59402,0.57301,0.62242,1.38393,0.69557,1.15256,0,0.86738,0.00107288,0.00107288,0.00107288
38,822.851,0.66132,1.32315,0.63344,1.15815,0,0.80275,0.46997,0.14945,0.18939,0.11117,0.44506,0.13813,0.16205,0.08667,0.26496,0.15256,1.84371,3.80211,3.8199,2.15693,0,1.46572,0.00105638,0.00105638,0.00105638
39,843.64,0.66775,1.29568,0.65135,1.15417,0,0.79773,0.82467,0.71946,0.7601,0.6256,0.77842,0.70588,0.72654,0.61567,0.60256,0.56627,0.64068,1.39575,0.65262,1.16361,0,0.79497,0.00103987,0.00103987,0.00103987
40,864.412,0.66696,1.30857,0.64559,1.15991,0,0.77441,0.81077,0.72172,0.7635,0.62587,0.84279,0.68076,0.7305,0.6162,0.6453,0.63179,0.61267,1.38043,0.64091,1.12803,0,0.74731,0.00102337,0.00102337,0.00102337
41,885.187,0.67335,1.27065,0.62661,1.16096,0,0.77058,0.80712,0.70894,0.76491,0.62887,0.79438,0.70098,0.7406,0.62195,0.63248,0.61307,0.60868,1.40831,0.64197,1.13021,0,0.78716,0.00100687,0.00100687,0.00100687
42,905.296,0.65312,1.29924,0.62895,1.14332,0,0.79967,0.79833,0.73756,0.7763,0.6288,0.75037,0.6991,0.71445,0.61076,0.60684,0.60528,0.60458,1.43298,0.65498,1.13335,0,0.82831,0.000990365,0.000990365,0.000990365
43,925.394,0.64915,1.24831,0.64252,1.14102,0,0.77405,0.50695,0.63713,0.65447,0.47949,0.48894,0.60382,0.6218,0.4218,0.61966,0.58837,1.06503,2.50855,1.4201,1.50789,0,0.85979,0.000973861,0.000973861,0.000973861
44,945.556,0.65526,1.2659,0.64493,1.14628,0,0.77249,0.81568,0.67873,0.74207,0.62303,0.71092,0.73619,0.72295,0.6133,0.55556,0.49216,0.62299,1.3881,0.64476,1.15878,0,0.92729,0.000957358,0.000957358,0.000957358
45,965.608,0.64369,1.25976,0.61712,1.14278,0,0.78745,0.77463,0.74322,0.75983,0.62814,0.75776,0.71463,0.73828,0.62405,0.57692,0.55507,0.65507,1.42115,0.66888,1.17162,0,0.9311,0.000940855,0.000940855,0.000940855
46,986.563,0.66351,1.27838,0.61223,1.14464,0,0.7631,0.79869,0.72722,0.76161,0.63265,0.78527,0.6991,0.73861,0.62132,0.52137,0.494,0.62416,1.40404,0.63406,1.14297,0,0.915,0.000924352,0.000924352,0.000924352
47,1007.12,0.64605,1.22142,0.61672,1.13453,0,0.77623,0.78316,0.74911,0.77985,0.63412,0.7449,0.73529,0.7448,0.6229,0.6453,0.61133,0.63047,1.46824,0.6318,1.14275,0,0.80929,0.000907848,0.000907848,0.000907848
48,1027.98,0.63076,1.22935,0.61001,1.12303,0,0.78135,0.78405,0.76244,0.78002,0.63961,0.76494,0.74661,0.75993,0.63686,0.62821,0.613,0.60707,1.34302,0.62184,1.13427,0,0.73999,0.000891345,0.000891345,0.000891345
49,1048.77,0.63468,1.24787,0.59546,1.13108,0,0.74728,0.7854,0.74208,0.75994,0.62802,0.79074,0.70588,0.73205,0.61805,0.65812,0.63002,0.61813,1.4092,0.62391,1.14511,0,0.74267,0.000874842,0.000874842,0.000874842
50,1070.39,0.64353,1.2737,0.61128,1.12891,0,0.75453,0.79583,0.74434,0.76067,0.62957,0.77379,0.71639,0.72958,0.61445,0.57265,0.54774,0.64376,1.44208,0.66741,1.16003,0,0.98917,0.000858338,0.000858338,0.000858338
51,1092.14,0.62723,1.24525,0.60222,1.1312,0,0.75081,0.80228,0.73529,0.76172,0.63324,0.75437,0.7179,0.72549,0.61844,0.63248,0.62469,0.60353,1.41206,0.63061,1.13544,0,0.76303,0.000841835,0.000841835,0.000841835
52,1113.39,0.62043,1.24959,0.58805,1.12398,0,0.75306,0.76314,0.75745,0.76144,0.6349,0.75265,0.72851,0.73516,0.62611,0.55128,0.47997,0.61875,1.41128,0.65694,1.14521,0,1.08402,0.000825332,0.000825332,0.000825332
53,1135.03,0.63523,1.2319,0.60206,1.13106,0,0.73965,0.79872,0.74208,0.77244,0.63879,0.79163,0.70362,0.73011,0.62428,0.67094,0.66379,0.6085,1.38546,0.6559,1.13543,0,0.73451,0.000808828,0.000808828,0.000808828
54,1155.85,0.60602,1.18311,0.58505,1.11009,0,0.73703,0.78516,0.75265,0.76859,0.64064,0.7991,0.71267,0.73775,0.63046,0.63248,0.61012,0.61268,1.35644,0.62886,1.14883,0,0.85246,0.000792325,0.000792325,0.000792325
