epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/mad_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),metrics/madurez_acc,metrics/madurez_f1,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/mad_loss,lr/pg0,lr/pg1,lr/pg2
64,1295.6,0.60407,1.09604,0.57242,1.11098,0,0.67879,0.80898,0.76037,0.79566,0.65318,0.80117,0.73733,0.77405,0.64168,0.67672,0.66784,0.58611,1.28182,0.59256,1.14103,0,0.7525,0.000627292,0.000627292,0.000627292
65,1317.49,0.59586,1.10647,0.55681,1.11484,0,0.68856,0.79746,0.76728,0.78821,0.64889,0.76575,0.74424,0.76529,0.64241,0.61207,0.57551,0.59335,1.25385,0.57901,1.14556,0,0.85256,0.000610789,0.000610789,0.000610789
66,1339.15,0.59053,1.09845,0.55,1.1075,0,0.71662,0.80581,0.78666,0.79269,0.64714,0.78079,0.75576,0.76626,0.64077,0.5431,0.47048,0.59307,1.24254,0.59109,1.15938,0,1.20232,0.000594286,0.000594286,0.000594286
67,1360.5,0.58483,1.10357,0.54418,1.11695,0,0.70043,0.79291,0.75806,0.79026,0.65205,0.78204,0.74424,0.77372,0.63989,0.57759,0.54185,0.60466,1.26766,0.58485,1.14422,0,0.94646,0.000577782,0.000577782,0.000577782
68,1380.77,0.59881,1.105,0.55256,1.12072,0,0.80201,0.82798,0.74885,0.78779,0.64801,0.79136,0.7212,0.75858,0.64062,0.61638,0.58032,0.59024,1.26332,0.57171,1.14924,0,0.89233,0.000561279,0.000561279,0.000561279
69,1401.31,0.59051,1.0701,0.53275,1.11366,0,0.72137,0.81838,0.75806,0.78854,0.6491,0.80985,0.75115,0.76983,0.64188,0.7069,0.70708,0.59041,1.25112,0.57349,1.14397,0,0.76725,0.000544776,0.000544776,0.000544776
70,1421.83,0.5857,1.07492,0.52291,1.11289,0,0.68822,0.8188,0.78341,0.80196,0.64899,0.83134,0.73963,0.77742,0.64051,0.64655,0.63532,0.60749,1.23205,0.58184,1.16472,0,0.75545,0.000528272,0.000528272,0.000528272
71,1442.38,0.59016,1.08409,0.53437,1.1209,0,0.68599,0.83991,0.77189,0.81044,0.64904,0.80246,0.74194,0.76817,0.63763,0.62931,0.61303,0.61676,1.28392,0.55967,1.16689,0,0.78295,0.000511769,0.000511769,0.000511769
72,1462.62,0.58191,1.10419,0.53821,1.09914,0,0.68498,0.76307,0.78301,0.78403,0.65136,0.7505,0.76959,0.76346,0.63761,0.58621,0.56252,0.58608,1.27455,0.57239,1.13636,0,0.82501,0.000495266,0.000495266,0.000495266
73,1482.69,0.57906,1.06346,0.53093,1.10753,0,0.67983,0.80477,0.76245,0.78854,0.65377,0.79083,0.74654,0.76583,0.64013,0.66379,0.64704,0.59348,1.25167,0.57024,1.13646,0,0.78991,0.000478762,0.000478762,0.000478762
74,1504.02,0.57166,1.07912,0.51693,1.09736,0,0.653,0.83492,0.73502,0.78506,0.65056,0.8233,0.72811,0.77289,0.64371,0.625,0.60385,0.58032,1.24566,0.58626,1.13219,0,0.7835,0.000462259,0.000462259,0.000462259
75,1523.57,0.57169,1.06696,0.52073,1.1005,0,0.65017,0.82544,0.74654,0.79412,0.65127,0.80607,0.73597,0.77347,0.64256,0.60345,0.56248,0.59903,1.24086,0.58665,1.14591,0,0.96461,0.000445756,0.000445756,0.000445756
76,1544.14,0.57386,1.06663,0.51033,1.09514,0,0.64863,0.79383,0.7695,0.79748,0.65375,0.78609,0.7278,0.76342,0.63818,0.63793,0.63572,0.59516,1.2752,0.56987,1.15239,0,0.81178,0.000429253,0.000429253,0.000429253
77,1564.38,0.56438,1.04983,0.50183,1.08874,0,0.64264,0.76683,0.77686,0.78628,0.65137,0.8059,0.7235,0.76485,0.63738,0.63793,0.62329,0.5802,1.25105,0.56782,1.13429,0,0.77693,0.000412749,0.000412749,0.000412749
78,1583.84,0.56459,1.04006,0.50837,1.0905,0,0.64529,0.80994,0.74654,0.78391,0.65381,0.80435,0.72939,0.75969,0.63579,0.65086,0.63311,0.59636,1.26082,0.57199,1.14946,0,0.83261,0.000396246,0.000396246,0.000396246
79,1603.26,0.56395,1.02513,0.49455,1.09383,0,0.64708,0.79633,0.77189,0.79699,0.65322,0.77811,0.75806,0.77178,0.641,0.64655,0.63722,0.60903,1.26258,0.5882,1.16203,0,0.71846,0.000379743,0.000379743,0.000379743
80,1622.64,0.56782,1.04313,0.49889,1.09403,0,0.64126,0.81255,0.74588,0.79465,0.65531,0.83876,0.7212,0.76462,0.64257,0.60345,0.55835,0.57439,1.28857,0.56565,1.13445,0,0.87827,0.000363239,0.000363239,0.000363239
81,1642.09,0.55907,1.0487,0.49348,1.08941,0,0.6228,0.83536,0.74406,0.7948,0.65354,0.82335,0.73502,0.77163,0.64435,0.65948,0.64955,0.57437,1.25889,0.55834,1.13728,0,0.74801,0.000346736,0.000346736,0.000346736
82,1661.53,0.55546,1.01611,0.48655,1.07797,0,0.60681,0.80908,0.77419,0.79558,0.65697,0.87136,0.71285,0.77727,0.64542,0.62931,0.60119,0.58668,1.23946,0.57148,1.14162,0,0.78164,0.000330233,0.000330233,0.000330233
83,1680.99,0.54405,1.03963,0.48326,1.07633,0,0.59353,0.81486,0.75863,0.79479,0.65887,0.81531,0.74424,0.77943,0.64669,0.63362,0.60808,0.57728,1.28359,0.55569,1.13924,0,0.81067,0.000313729,0.000313729,0.000313729
84,1700.52,0.55264,1.01301,0.48716,1.09463,0,0.61497,0.82429,0.76728,0.79545,0.65172,0.83321,0.72581,0.76873,0.63849,0.68534,0.67459,0.58576,1.27212,0.56751,1.14648,0,0.71534,0.000297226,0.000297226,0.000297226
85,1719.83,0.55252,1.01204,0.49011,1.0769,0,0.60807,0.81467,0.76267,0.79737,0.66002,0.82308,0.74424,0.77605,0.64657,0.66379,0.65474,0.57819,1.24295,0.56397,1.12756,0,0.75127,0.000280723,0.000280723,0.000280723
86,1739.37,0.55116,1.0134,0.48379,1.08642,0,0.63614,0.81821,0.76216,0.78801,0.65535,0.80423,0.75064,0.77061,0.6432,0.61638,0.58898,0.57993,1.24681,0.57986,1.13705,0,0.86453,0.00026422,0.00026422,0.00026422
87,1759.03,0.5394,1.00932,0.48107,1.07689,0,0.63208,0.79714,0.77714,0.79378,0.65765,0.77706,0.76037,0.77163,0.646,0.60776,0.5803,0.58465,1.28889,0.58357,1.13729,0,0.82095,0.000247716,0.000247716,0.000247716
88,1778.52,0.53262,1.00348,0.47235,1.07015,0,0.61273,0.79606,0.79032,0.78939,0.65848,0.78451,0.7788,0.77193,0.64356,0.62069,0.60126,0.58989,1.26125,0.57652,1.13601,0,0.85347,0.000231213,0.000231213,0.000231213
89,1799.02,0.53669,1.02141,0.46525,1.07495,0,0.5929,0.81272,0.78571,0.80534,0.6619,0.79498,0.76959,0.77756,0.64842,0.625,0.59667,0.58263,1.26321,0.55351,1.12983,0,0.82307,0.00021471,0.00021471,0.00021471
