epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/mad_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),metrics/madurez_acc,metrics/madurez_f1,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/mad_loss,lr/pg0,lr/pg1,lr/pg2
69,1431.15,0.60895,1.58934,0.53987,1.11794,0,0.69985,0.82061,0.76366,0.79947,0.64362,0.78199,0.72045,0.73931,0.49866,0.66527,0.65294,0.61164,2.05549,0.62027,1.14301,0,0.75938,0.000544776,0.000544776,0.000544776
70,1450.86,0.58931,1.54697,0.53598,1.10342,0,0.69517,0.8142,0.77901,0.80042,0.64495,0.78953,0.74193,0.75147,0.51871,0.59833,0.57074,0.61742,2.01816,0.60825,1.14334,0,0.88871,0.000528272,0.000528272,0.000528272
71,1470.87,0.58938,1.55191,0.52238,1.11054,0,0.71215,0.83102,0.74617,0.79372,0.6475,0.78094,0.73556,0.74319,0.53846,0.58159,0.56537,0.59715,2.09223,0.61028,1.12145,0,0.81487,0.000511769,0.000511769,0.000511769
72,1490.67,0.58202,1.53513,0.51338,1.09625,0,0.70197,0.84505,0.75928,0.80401,0.65009,0.82078,0.73556,0.7603,0.52674,0.66946,0.65694,0.59318,2.0258,0.58929,1.13509,0,0.7691,0.000495266,0.000495266,0.000495266
73,1510.61,0.58373,1.50537,0.51472,1.10183,0,0.70193,0.83966,0.76057,0.80042,0.63596,0.77828,0.74817,0.75347,0.50566,0.66946,0.65494,0.60934,2.0009,0.60719,1.14641,0,0.73406,0.000478762,0.000478762,0.000478762
74,1530.23,0.58267,1.49514,0.50626,1.08733,0,0.68091,0.83066,0.77165,0.8028,0.64754,0.78492,0.73015,0.71994,0.47729,0.6569,0.6466,0.60201,2.10116,0.61462,1.15358,0,0.74727,0.000462259,0.000462259,0.000462259
75,1550.1,0.57152,1.48668,0.5087,1.0904,0,0.6852,0.86607,0.73954,0.7962,0.64795,0.83505,0.70934,0.73826,0.48466,0.62762,0.61605,0.60228,2.03249,0.61377,1.14073,0,0.76655,0.000445756,0.000445756,0.000445756
76,1570.16,0.56658,1.51574,0.50392,1.09299,0,0.6437,0.80139,0.78998,0.80146,0.647,0.77936,0.74383,0.74915,0.4948,0.64854,0.64425,0.60414,2.05925,0.61267,1.14905,0,0.80152,0.000429253,0.000429253,0.000429253
77,1590,0.57907,1.49209,0.518,1.08605,0,0.67572,0.82412,0.76127,0.80176,0.64758,0.78256,0.72041,0.73793,0.49363,0.68201,0.67048,0.62202,2.05273,0.60747,1.14646,0,0.74946,0.000412749,0.000412749,0.000412749
78,1609.66,0.56931,1.48527,0.50147,1.07907,0,0.66944,0.81551,0.7792,0.80817,0.65008,0.77996,0.74224,0.74665,0.49976,0.62762,0.62564,0.60161,2.12457,0.58586,1.13821,0,0.79768,0.000396246,0.000396246,0.000396246
